ประทับเวลา	ภาคส่วนการทำงานของท่านคืออะไร? 	อายุ	เพศ	ปัจจุบันคุณอาศัยอยู่ในลักษณะใด?	รายได้ของครอบครัวต่อเดือน	ลองนึกภาพบันไดนี้แทนระดับฐานะทางสังคมของคุณ ได้แก่ การศึกษา การเงิน และมีงานที่ได้รับการเคารพนับถือ ขั้นบนสุดคือดีที่สุด ขั้นล่างสุดคือแย่ที่สุด  คุณคิดว่าตัวเองอยู่ตรงไหนบนบันไดนี้?	โดยเฉลี่ยแล้ว คุณใช้เวลาบนแพลตฟอร์มโซเชียลมีเดีย (Facebook, Instagram, TikTok, X ฯลฯ) กี่ชั่วโมงต่อวัน?	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [ดูฟีดของเหล่าอินฟลูเอนเซอร์หรือคนที่ดูเหมือนจะร่ำรวยหรือประสบความสำเร็จมากกว่าคุณ]	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [ชมภาพถ่ายหรือวิดีโอเกี่ยวกับการท่องเที่ยวสุดหรู สินค้าราคาแพง หรือวิถีชีวิตในอุดมคติ โดยไม่มีปฏิสัมพันธ์ (เช่น การกดไลค์/แสดงความคิดเห็น)]	คุณทำสิ่งต่อไปนี้บนโซเชียลมีเดียบ่อยแค่ไหน? [เลื่อนดูข้อความอัปเดตจากเพื่อนหรือคนรู้จักที่ดูเหมือนจะประสบความสำเร็จในชีวิตมากกว่าคุณ]	มีคนสนิทกี่คนที่คุณสามารถพึ่งพาได้หากคุณมีปัญหาใหญ่ในชีวิตส่วนตัว?	ผู้คนให้ความสนใจและห่วงใยในสิ่งที่คุณทำมากน้อยแค่ไหน?	หากต้องการความช่วยเหลือจากเพื่อนบ้าน คุณจะได้รับความช่วยเหลือง่ายแค่ไหน?	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ตอนนี้ฐานะการเงินของฉันค่อนข้างลำบาก]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [จากสถานการณ์ทางการเงินของฉัน ฉันรู้สึกว่าจะไม่มีวันได้สิ่งต่างๆ ที่ฉันต้องการในชีวิต]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ฉันกังวลว่าเงินที่ฉันมีอยู่ในตอนนี้ หรือเงินที่จะเก็บออมในอนาคตอาจไม่เพียงพอ]	คำกล่าวนี้ตรงกับตัวคุณหรือสถานการณ์ของคุณมากน้อยแค่ไหน? [ฉันสามารถรับมือกับค่าใช้จ่ายทางการเงินก้อนใหญ่ที่ไม่คาดคิดได้]	คำกล่าวนี้ตรงกับชีวิตคุณบ่อยแค่ไหน? [ฉันมีเงินเหลือตอนสิ้นเดือน]	คำกล่าวนี้ตรงกับชีวิตคุณบ่อยแค่ไหน? [ข้อจำกัดทางการเงินส่งผลต่อชีวิตของฉัน]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกร่าเริงและอารมณ์ดี]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกสงบและผ่อนคลาย]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันรู้สึกกระฉับกระเฉงและมีพลัง]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ฉันตื่นขึ้นมาด้วยความรู้สึกสดชื่นและพักผ่อนเต็มที่]	ในช่วงสองสัปดาห์ที่ผ่านมา คุณรู้สึกแบบนี้บ่อยแค่ไหน... [ชีวิตประจำวันของฉันเต็มไปด้วยสิ่งที่ฉันสนใจ]
5/4/2026, 19:46:09	ที่พักแรมและบริการด้านอาหาร	25 — 34 ปี	ชาย	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	30,001 — 50,000 บาท	6	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	น้อยมาก	น้อยมาก	บ้าง	ส่วนใหญ่	ตลอด	ไม่เคย	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
6/4/2026, 12:14:05	การศึกษา	18 — 24 ปี	หญิง	อยู่คนเดียว	20,001 — 30,000 บาท	7	4 — 6 ชั่วโมง	บ่อยครั้ง	น้อย	บางครั้ง	3 — 5 คน	มาก	ง่าย	น้อยมาก	น้อยมาก	บ้าง	ส่วนใหญ่	ตลอด	ตลอด	มากกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
6/4/2026, 12:15:51	การศึกษา	25 — 34 ปี	ชาย	อยู่คนเดียว	20,001 — 30,000 บาท	5	4 — 6 ชั่วโมง	น้อย	ไม่เคย	บ่อยครั้ง	1 — 2 คน	ไม่มีเลย	ยากมาก	น้อยมาก	บ้าง	ส่วนใหญ่	น้อยมาก	ตลอด	ไม่เคย	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	ส่วนใหญ่ของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
6/4/2026, 12:15:55	การสื่อสารและเทคโนโลยีสารสนเทศ	18 — 24 ปี	ชาย	อยู่คนเดียว	10,000 — 20,000 บาท	3	2 — 4 ชั่วโมง	บางครั้ง	บ่อยครั้ง	บ่อยครั้ง	มากกว่า 5 คน	ไม่เเน่ใจ	เป็นไปได้	น้อยมาก	บ้าง	ตลอดเวลา	บ้าง	ตลอด	ตลอด	ตลอด	ตลอด	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
6/4/2026, 12:34:08	การบริหารราชการและรัฐวิสาหกิจ	25 — 34 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	มากกว่า 150,000 บาท	4	2 — 4 ชั่วโมง	น้อย	น้อย	น้อย	3 — 5 คน	ไม่เเน่ใจ	เป็นไปได้	บ้าง	บ้าง	ส่วนใหญ่	น้อยมาก	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	ตลอด	บางครั้ง
7/4/2026, 8:31:45	สุขภาพและกิจกรรมทางสังคม	18 — 24 ปี	หญิง	หอพัก	20,001 — 30,000 บาท	6	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
7/4/2026, 8:47:40	การขนส่งและคลังสินค้า	25 — 34 ปี	หญิง	หอพัก	10,000 — 20,000 บาท	4	1 — 2 ชั่วโมง	บางครั้ง	น้อย	บางครั้ง	1 — 2 คน	น้อย	เป็นไปได้	ตลอดเวลา	ส่วนใหญ่	ตลอดเวลา	ไม่เลย	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
7/4/2026, 9:24:57	การสื่อสารและเทคโนโลยีสารสนเทศ	มากกว่า 45 ปี																						
7/4/2026, 9:31:13	การค้าส่ง ค้าปลีก และการซ่อมแซม	มากกว่า 45 ปี																						
7/4/2026, 9:46:46	การบริหารราชการและรัฐวิสาหกิจ	35 — 44 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	8	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	เป็นไปได้	ไม่เลย	ไม่เลย	น้อยมาก	ส่วนใหญ่	ตลอด	ไม่เคย	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
7/4/2026, 10:01:56	สุขภาพและกิจกรรมทางสังคม	18 — 24 ปี	ชาย	อยู่คนเดียว	30,001 — 50,000 บาท	4	1 — 2 ชั่วโมง	บ่อยครั้ง	บางครั้ง	น้อย	3 — 5 คน	น้อย	ยาก	ตลอดเวลา	ส่วนใหญ่	ส่วนใหญ่	น้อยมาก	ไม่เคย	ตลอด	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	บางครั้ง	บางครั้ง
7/4/2026, 10:36:33	การสื่อสารและเทคโนโลยีสารสนเทศ	18 — 24 ปี	หญิง	บ้านเช่า	80,001 — 150,000 บาท	10	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ตลอด	ตลอด	ตลอด	ตลอด	ตลอด
7/4/2026, 11:06:20	การสื่อสารและเทคโนโลยีสารสนเทศ	18 — 24 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	9	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยครั้ง	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ตลอดเวลา	ตลอด	ไม่เคย	ไม่เคยเลย	ไม่เคยเลย	บางครั้ง	บางครั้ง	บางครั้ง
7/4/2026, 11:22:02	อุตสาหกรรมการผลิตและโรงงาน	18 — 24 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	50,001 — 80,000 บาท	8	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยมาก	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	น้อยมาก	ตลอดเวลา	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
7/4/2026, 11:38:54	การค้าส่ง ค้าปลีก และการซ่อมแซม	35 — 44 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	20,001 — 30,000 บาท	4	1 — 2 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ส่วนใหญ่	บ้าง	ส่วนใหญ่	ไม่เลย	ไม่เคย	ตลอด	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
7/4/2026, 11:55:56	การศึกษา	25 — 34 ปี	ชาย	อยู่คนเดียว	30,001 — 50,000 บาท	6	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยครั้ง	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	น้อยกว่าครึ่งหนึ่งของเวลา	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา
7/4/2026, 12:11:39	อุตสาหกรรมการผลิตและโรงงาน	35 — 44 ปี	ชาย	พักในที่ทำงาน	น้อยกว่า 10,000 บาท	4	1 — 2 ชั่วโมง	บางครั้ง	บางครั้ง	บ่อยครั้ง	1 — 2 คน	น้อย	ยาก	ตลอดเวลา	ส่วนใหญ่	ตลอดเวลา	ไม่เลย	ไม่เคย	ตลอด	บางครั้ง	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา	น้อยกว่าครึ่งหนึ่งของเวลา
7/4/2026, 12:27:18	ที่พักแรมและบริการด้านอาหาร	35 — 44 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	20,001 — 30,000 บาท	6	2 — 4 ชั่วโมง	บ่อยครั้ง	บ่อยมาก	บ่อยครั้ง	3 — 5 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	มากกว่าครึ่งหนึ่งของเวลา	ส่วนใหญ่ของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา	มากกว่าครึ่งหนึ่งของเวลา
7/4/2026, 12:43:23	การค้าส่ง ค้าปลีก และการซ่อมแซม	18 — 24 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	80,001 — 150,000 บาท	8	2 — 4 ชั่วโมง	ไม่เคย	น้อย	น้อย	ไม่มี	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
7/4/2026, 13:00:14	การศึกษา	35 — 44 ปี	หญิง	อยู่กับครอบครัว / ผู้ปกครอง	30,001 — 50,000 บาท	7	1 — 2 ชั่วโมง	บ่อยครั้ง	บ่อยครั้ง	บ่อยครั้ง	ไม่มี	น้อย	ยาก	ไม่เลย	ไม่เลย	ไม่เลย	ส่วนใหญ่	ตลอด	ไม่เคย	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
7/4/2026, 13:16:08	สุขภาพและกิจกรรมทางสังคม	25 — 34 ปี	ชาย	อยู่กับเพื่อน / คู่รัก / แชร์ที่พัก	10,000 — 20,000 บาท	1	1 — 2 ชั่วโมง	บางครั้ง	บางครั้ง	น้อย	1 — 2 คน	น้อย	เป็นไปได้	ตลอดเวลา	ส่วนใหญ่	ตลอดเวลา	ไม่เลย	ไม่เคย	ตลอด	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง	บางครั้ง
7/4/2026, 13:17:25	นักเรียน/นักศึกษา																							
7/4/2026, 13:23:45	การเงินและประกันภัย	มากกว่า 45 ปี																						
7/4/2026, 13:40:39	อุตสาหกรรมการผลิตและโรงงาน	35 — 44 ปี	ชาย	อยู่กับครอบครัว / ผู้ปกครอง	80,001 — 150,000 บาท	10	น้อยกว่า 1 ชั่วโมง	น้อย	น้อย	น้อย	1 — 2 คน	น้อย	ยาก	ไม่เลย	ไม่เลย	น้อยมาก	ส่วนใหญ่	ตลอด	ไม่เคย	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา	ส่วนใหญ่ของเวลา
